name,created_at,download_count
openponk-BPMN-linux-nightly.zip,2024-10-03T10:51:46Z,0
openponk-BPMN-mac-ARM-nightly.zip,2024-10-03T10:51:44Z,0
openponk-BPMN-mac-nightly.zip,2024-10-03T10:51:45Z,0
openponk-BPMN-win-nightly.zip,2024-10-03T10:51:43Z,0
