name,created_at,download_count
openponk-OpenPonk-BPMN-linux-nightly.zip,2023-08-01T13:25:21Z,0
openponk-OpenPonk-BPMN-mac-nightly.zip,2023-08-01T13:25:32Z,0
openponk-OpenPonk-BPMN-win-nightly.zip,2023-08-01T13:25:29Z,0
