name,created_at,download_count
openponk-BPMN-linux-nightly.zip,2024-10-31T15:15:16Z,0
openponk-BPMN-mac-intel-nightly.zip,2024-10-31T15:15:13Z,0
openponk-BPMN-mac-m1-nightly.zip,2024-10-31T15:15:10Z,0
openponk-BPMN-win-nightly.zip,2024-10-31T15:15:20Z,0
