name,created_at,download_count
openponk-OpenPonk-BPMN-linux-nightly.zip,2023-10-04T12:15:48Z,0
openponk-OpenPonk-BPMN-mac-nightly.zip,2023-10-04T12:15:53Z,0
openponk-OpenPonk-BPMN-win-nightly.zip,2023-10-04T12:15:55Z,0
